"dthr","indicativo","lat","lon"
2023-11-15 18:46:56.000,PRBBC,-23.653551671871966,-45.68575987670152
2023-11-15 18:47:00.000,PRBBC,-23.653551671871966,-45.68299016869143
2023-11-15 18:47:04.000,PRBBC,-23.653498742218904,-45.6800360411591
2023-11-15 18:47:08.000,PRBBC,-23.65361143115768,-45.677583944548445
2023-11-15 18:47:12.000,PRBBC,-23.653551671871966,-45.674841557949065
2023-11-15 18:47:16.000,PRBBC,-23.65357899040258,-45.67198988570687
2023-11-15 18:47:20.000,PRBBC,-23.65357899040258,-45.669472900745795
2023-11-15 18:47:24.000,PRBBC,-23.653526060749517,-45.66669977755937
2023-11-15 18:47:29.000,PRBBC,-23.653498742218904,-45.66384469014084
2023-11-15 18:47:33.000,PRBBC,-23.653659238586258,-45.661501879173
2023-11-15 18:47:37.000,PRBBC,-23.65369167934136,-45.65887219339278
2023-11-15 18:47:41.000,PRBBC,-23.65369167934136,-45.65594880244748
2023-11-15 18:47:45.000,PRBBC,-23.653799246055648,-45.653524027247535
2023-11-15 18:47:49.000,PRBBC,-23.653771927525035,-45.65077139511914
2023-11-15 18:47:53.000,PRBBC,-23.653713875647483,-45.64786508005554
2023-11-15 18:47:57.000,PRBBC,-23.653879494239323,-45.64554276014573
2023-11-15 18:48:01.000,PRBBC,-23.653879494239323,-45.64285501636776
2023-11-15 18:48:05.000,PRBBC,-23.653824857178098,-45.63992479506979
2023-11-15 18:48:09.000,PRBBC,-23.653964864647488,-45.638384550541375
2023-11-15 18:48:13.000,PRBBC,-23.653911934994426,-45.63481227609187
2023-11-15 18:48:17.000,PRBBC,-23.653937546116875,-45.63199134043671
2023-11-15 18:48:21.000,PRBBC,-23.654072431361776,-45.630420359321256
2023-11-15 18:48:25.000,PRBBC,-23.65410487211688,-45.62695395533823
2023-11-15 18:48:29.000,PRBBC,-23.65410487211688,-45.62406130097998
2023-11-15 18:48:33.000,PRBBC,-23.65421243883117,-45.62249715021719
2023-11-15 18:48:37.000,PRBBC,-23.65421243883117,-45.61897610341276
2023-11-15 18:48:41.000,PRBBC,-23.65413219064749,-45.61603222140944
2023-11-15 18:48:45.000,PRBBC,-23.65421243883117,-45.61429389665342
2023-11-15 18:48:49.000,PRBBC,-23.654320005545458,-45.610929947960535
2023-11-15 18:48:53.000,PRBBC,-23.654265368484232,-45.60795191419383
2023-11-15 18:48:57.000,PRBBC,-23.654430987076072,-45.60621017426148
2023-11-15 18:49:01.000,PRBBC,-23.654598313076075,-45.602921359448025
2023-11-15 18:49:05.000,PRBBC,-23.654565872320973,-45.59999113815005
2023-11-15 18:49:09.000,PRBBC,-23.654651242729138,-45.5981776795146
2023-11-15 18:49:13.000,PRBBC,-23.654625631606688,-45.5946327264758
2023-11-15 18:49:17.000,PRBBC,-23.654598313076075,-45.591682014119804
2023-11-15 18:49:21.000,PRBBC,-23.654758809443425,-45.59000857771421
2023-11-15 18:49:25.000,PRBBC,-23.654813446504654,-45.58648753090977
2023-11-15 18:49:29.000,PRBBC,-23.654758809443425,-45.583458269498
2023-11-15 18:49:33.000,PRBBC,-23.654926135443432,-45.58178483309241
2023-11-15 18:49:37.000,PRBBC,-23.65495174656588,-45.578222804171915
2023-11-15 18:49:41.000,PRBBC,-23.655006383627107,-45.57527209181592
2023-11-15 18:49:45.000,PRBBC,-23.655119072565885,-45.57354401258891
2023-11-15 18:49:49.000,PRBBC,-23.655279568933235,-45.57010493001659
2023-11-15 18:49:53.000,PRBBC,-23.655364939341403,-45.567256672950734
2023-11-15 18:49:57.000,PRBBC,-23.65544518752508,-45.56542272325725
2023-11-15 18:50:01.000,PRBBC,-23.655499824586304,-45.56185386398408
2023-11-15 18:50:05.000,PRBBC,-23.655284691157725,-45.5585445581126
2023-11-15 18:50:09.000,PRBBC,-23.65541957640263,-45.55672768430081
2023-11-15 18:50:13.000,PRBBC,-23.65561251352508,-45.553339829373556
2023-11-15 18:50:17.000,PRBBC,-23.65563812464753,-45.55044375983897
2023-11-15 18:50:21.000,PRBBC,-23.65544518752508,-45.548176082750565
2023-11-15 18:50:25.000,PRBBC,-23.655144683688334,-45.544381821839096
2023-11-15 18:50:29.000,PRBBC,-23.65522493187201,-45.54127059619522
2023-11-15 18:50:33.000,PRBBC,-23.655364939341403,-45.53945372238342
2023-11-15 18:50:37.000,PRBBC,-23.655031994749557,-45.53587461758124
2023-11-15 18:50:41.000,PRBBC,-23.655252250402622,-45.53298879357567
2023-11-15 18:50:45.000,PRBBC,-23.655557876463856,-45.53121290187993
2023-11-15 18:50:49.000,PRBBC,-23.65544518752508,-45.527623551548736
2023-11-15 18:50:53.000,PRBBC,-23.65541957640263,-45.52465576331105
2023-11-15 18:50:57.000,PRBBC,-23.65563812464753,-45.522849135028274
2023-11-15 18:51:01.000,PRBBC,-23.655532265341407,-45.51926661504976
2023-11-15 18:51:05.000,PRBBC,-23.65558519499447,-45.5163193178701
2023-11-15 18:51:09.000,PRBBC,-23.655831061769984,-45.51462539040647
2023-11-15 18:51:13.000,PRBBC,-23.655697883933247,-45.511138495365415
2023-11-15 18:51:17.000,PRBBC,-23.65575081358631,-45.5081946133621
2023-11-15 18:51:21.000,PRBBC,-23.65610595448428,-45.506579234954245
2023-11-15 18:51:25.000,PRBBC,-23.65599838776999,-45.50301037568108
2023-11-15 18:51:29.000,PRBBC,-23.656051317423053,-45.50012113649917
2023-11-15 18:51:33.000,PRBBC,-23.656356943484283,-45.4984237938592
2023-11-15 18:51:37.000,PRBBC,-23.656078635953666,-45.49481395246998
2023-11-15 18:51:41.000,PRBBC,-23.656025706300603,-45.491852994584974
2023-11-15 18:51:45.000,PRBBC,-23.656384262014896,-45.49013174571064
2023-11-15 18:51:49.000,PRBBC,-23.65627157307612,-45.48657313196649
2023-11-15 18:51:53.000,PRBBC,-23.65627157307612,-45.48360192855247
2023-11-15 18:51:57.000,PRBBC,-23.656384262014896,-45.48174748780096
2023-11-15 18:52:01.000,PRBBC,-23.656464510198575,-45.47797371794751
2023-11-15 18:52:05.000,PRBBC,-23.656491828729187,-45.475012760062505
2023-11-15 18:52:09.000,PRBBC,-23.656657447321027,-45.47259481521523
2023-11-15 18:52:13.000,PRBBC,-23.656464510198575,-45.46959970556684
2023-11-15 18:52:17.000,PRBBC,-23.656464510198575,-45.466580689684086
2023-11-15 18:52:21.000,PRBBC,-23.656604517667965,-45.46413542342611
2023-11-15 18:52:25.000,PRBBC,-23.656652325096537,-45.46125984494955
2023-11-15 18:52:29.000,PRBBC,-23.65685038444348,-45.458479891410455
2023-11-15 18:52:33.000,PRBBC,-23.656957951157768,-45.45686109782626
2023-11-15 18:52:37.000,PRBBC,-23.656792332565928,-45.45299170303535
2023-11-15 18:52:41.000,PRBBC,-23.656737695504702,-45.44991804433119
2023-11-15 18:52:45.000,PRBBC,-23.65698526968838,-45.44837438462644
2023-11-15 18:52:49.000,PRBBC,-23.656930632627155,-45.44461769065468
2023-11-15 18:52:53.000,PRBBC,-23.657097958627162,-45.44172503629643
2023-11-15 18:52:57.000,PRBBC,-23.6572311364639,-45.4400481847145
2023-11-15 18:53:01.000,PRBBC,-23.656905021504706,-45.43602852216472
2023-11-15 18:53:05.000,PRBBC,-23.65706551787206,-45.43310171604309
2023-11-15 18:53:09.000,PRBBC,-23.657318214280227,-45.43144194034284
2023-11-15 18:53:13.000,PRBBC,-23.657178206810837,-45.427521317906866
2023-11-15 18:53:17.000,PRBBC,-23.657150888280224,-45.424457904731725
2023-11-15 18:53:22.000,PRBBC,-23.657478710647577,-45.42297230302471
2023-11-15 18:53:26.000,PRBBC,-23.657038199341446,-45.419044850236055
2023-11-15 18:53:30.000,PRBBC,-23.65668476585164,-45.41618634764119
2023-11-15 18:53:34.000,PRBBC,-23.65615376191285,-45.41473148252122
2023-11-15 18:53:38.000,PRBBC,-23.655006383627107,-45.41111139560299
2023-11-15 18:53:42.000,PRBBC,-23.654019501708714,-45.408386084885294
2023-11-15 18:53:46.000,PRBBC,-23.653005301259707,-45.40572566251802
2023-11-15 18:53:50.000,PRBBC,-23.652108911973972,-45.40337602119751
2023-11-15 18:53:54.000,PRBBC,-23.651234718994356,-45.40062338906912
2023-11-15 18:53:58.000,PRBBC,-23.6504510186474,-45.39796296670185
2023-11-15 18:54:02.000,PRBBC,-23.649476088586148,-45.39543573621176
2023-11-15 18:54:06.000,PRBBC,-23.648654825259598,-45.39268310408337
2023-11-15 18:54:10.000,PRBBC,-23.647780632279982,-45.389944132660325
2023-11-15 18:54:14.000,PRBBC,-23.646621302137095,-45.38727687994038
2023-11-15 18:54:18.000,PRBBC,-23.64563954244319,-45.38431592205537
2023-11-15 18:54:22.000,PRBBC,-23.6446526605248,-45.381515477458244
2023-11-15 18:54:26.000,PRBBC,-23.643875789810494,-45.3790736263766
2023-11-15 18:54:30.000,PRBBC,-23.642132526075756,-45.37348981306405
2023-11-15 18:54:34.000,PRBBC,-23.642132526075756,-45.37348981306405
2023-11-15 18:54:38.000,PRBBC,-23.640254377096117,-45.36819970491655
2023-11-15 18:54:42.000,PRBBC,-23.63916675809609,-45.365293389852944
2023-11-15 18:54:46.000,PRBBC,-23.638468428157296,-45.362971069943136
2023-11-15 18:54:50.000,PRBBC,-23.637706924116458,-45.36019111640404
2023-11-15 18:54:54.000,PRBBC,-23.636667112545005,-45.35734285933818
2023-11-15 18:54:58.000,PRBBC,-23.63586121589192,-45.35479855296641
2023-11-15 18:55:02.000,PRBBC,-23.634821404320466,-45.351844425434074
2023-11-15 18:55:06.000,PRBBC,-23.633779885340847,-45.3488595613147
2023-11-15 18:55:10.000,PRBBC,-23.633088385034707,-45.34649625928883
2023-11-15 18:55:14.000,PRBBC,-23.632161262402033,-45.34363434151762
2023-11-15 18:55:18.000,PRBBC,-23.631452688014257,-45.34093635221063
2023-11-15 18:55:22.000,PRBBC,-23.63080899513669,-45.33847059489463
2023-11-15 18:55:26.000,PRBBC,-23.62998260958565,-45.335690641355534
2023-11-15 18:55:30.000,PRBBC,-23.62892572393256,-45.33282530840798
2023-11-15 18:55:35.000,PRBBC,-23.62781590862641,-45.33023660474382
2023-11-15 18:55:39.000,PRBBC,-23.62691439711618,-45.3273917628543
2023-11-15 18:55:43.000,PRBBC,-23.626012885605956,-45.32448886296703
2023-11-15 18:55:47.000,PRBBC,-23.625208696361035,-45.32196846282962
2023-11-15 18:55:51.000,PRBBC,-23.624168884789583,-45.31900750494461
2023-11-15 18:55:55.000,PRBBC,-23.623159806565067,-45.31605679258862
2023-11-15 18:55:59.000,PRBBC,-23.622408546973208,-45.31357395939092
2023-11-15 18:56:03.000,PRBBC,-23.621647042932373,-45.3107291175014
2023-11-15 18:56:07.000,PRBBC,-23.62049966464663,-45.30777498996907
2023-11-15 18:56:11.000,PRBBC,-23.61966303464661,-45.30530581747673
2023-11-15 18:56:15.000,PRBBC,-23.61862663789148,-45.30241316311847
2023-11-15 18:56:19.000,PRBBC,-23.617479259605737,-45.29936682582502
2023-11-15 18:56:23.000,PRBBC,-23.61700118532001,-45.29702401485718
2023-11-15 18:56:27.000,PRBBC,-23.61630968501387,-45.29424406131808
2023-11-15 18:56:31.000,PRBBC,-23.615092302993432,-45.29128993378575
2023-11-15 18:56:35.000,PRBBC,-23.61442129158525,-45.28889589517284
2023-11-15 18:56:39.000,PRBBC,-23.61357953936074,-45.286057883636
2023-11-15 18:56:43.000,PRBBC,-23.612292153605605,-45.2830798498693
2023-11-15 18:56:47.000,PRBBC,-23.611235267952516,-45.28049456138147
2023-11-15 18:56:51.000,PRBBC,-23.610280826789225,-45.2775916614942
2023-11-15 18:56:55.000,PRBBC,-23.609025881789194,-45.274497511732015
2023-11-15 18:56:59.000,PRBBC,-23.608016803564677,-45.27211030347178
2023-11-15 18:57:03.000,PRBBC,-23.606896743809546,-45.268978586769876
2023-11-15 18:57:07.000,PRBBC,-23.605855224829927,-45.26584003971529
2023-11-15 18:57:11.000,PRBBC,-23.605464228360532,-45.26465497352602
2023-11-15 18:57:15.000,PRBBC,-23.604209283360497,-45.260570422625825
2023-11-15 18:57:19.000,PRBBC,-23.603195082911494,-45.25747968803997
2023-11-15 18:57:23.000,PRBBC,-23.602341378829838,-45.256619063602805
2023-11-15 18:57:27.000,PRBBC,-23.60110350791144,-45.25253451270261
2023-11-15 18:57:31.000,PRBBC,-23.600459815033872,-45.24925594341817
2023-11-15 18:57:35.000,PRBBC,-23.59951561831956,-45.24833384580692
2023-11-15 18:57:39.000,PRBBC,-23.59816847327871,-45.24441322337095
2023-11-15 18:57:43.000,PRBBC,-23.597627224890942,-45.24103902914904
2023-11-15 18:57:47.000,PRBBC,-23.59759478413584,-45.2386415753598
2023-11-15 18:57:51.000,PRBBC,-23.59611958348274,-45.23484731444833
2023-11-15 18:57:55.000,PRBBC,-23.595084894135773,-45.231930753855714
2023-11-15 18:57:59.000,PRBBC,-23.594774145850053,-45.23006265239885
2023-11-15 18:58:03.000,PRBBC,-23.593459441564303,-45.22628546736907
2023-11-15 18:58:07.000,PRBBC,-23.592149859503046,-45.22367968782321
2023-11-15 18:58:11.000,PRBBC,-23.592086685401004,-45.22165107307846
2023-11-15 18:58:15.000,PRBBC,-23.590659292176476,-45.218013910278536
2023-11-15 18:58:19.000,PRBBC,-23.590070236360134,-45.215008555101136
2023-11-15 18:58:23.000,PRBBC,-23.58785914278865,-45.21417866725101
2023-11-15 18:58:27.000,PRBBC,-23.58567024552329,-45.211070856783465
2023-11-15 18:58:31.000,PRBBC,-23.585146071217153,-45.208031349842685
2023-11-15 18:58:35.000,PRBBC,-23.584775563645714,-45.206146172504134
2023-11-15 18:58:39.000,PRBBC,-23.583563303849765,-45.20241338476674
2023-11-15 18:58:43.000,PRBBC,-23.582634473808923,-45.199554882171874
2023-11-15 18:58:47.000,PRBBC,-23.58186272531911,-45.197871200237266
2023-11-15 18:58:51.000,PRBBC,-23.580740958155815,-45.19408376967847
2023-11-15 18:58:55.000,PRBBC,-23.579673828053746,-45.19128674025768
2023-11-15 18:58:59.000,PRBBC,-23.579260635278224,-45.18937765668476
2023-11-15 18:59:03.000,PRBBC,-23.57758737527818,-45.18587027058568
2023-11-15 18:59:07.000,PRBBC,-23.57671318229857,-45.1829571251694
2023-11-15 18:59:11.000,PRBBC,-23.574947722257708,-45.181867683917595
2023-11-15 18:59:15.000,PRBBC,-23.573522036441343,-45.17824759699936
2023-11-15 18:59:19.000,PRBBC,-23.572753702767855,-45.175262732879986
2023-11-15 18:59:23.000,PRBBC,-23.572314898869884,-45.17335023413073
2023-11-15 18:59:27.000,PRBBC,-23.572207332155596,-45.16885244689364
2023-11-15 18:59:31.000,PRBBC,-23.572046835788246,-45.16562510525427
2023-11-15 18:59:35.000,PRBBC,-23.570769694482088,-45.16295102218165
2023-11-15 18:59:39.000,PRBBC,-23.57028649797187,-45.15973392607129
2023-11-15 18:59:43.000,PRBBC,-23.569670123624917,-45.15662611560375
2023-11-15 18:59:47.000,PRBBC,-23.569074238175922,-45.15376761300888
2023-11-15 18:59:51.000,PRBBC,-23.568425423073865,-45.15063931148331
2023-11-15 18:59:55.000,PRBBC,-23.566113592420745,-45.148474089685045
2023-11-15 18:59:59.000,PRBBC,-23.56343808382884,-45.1479754739397
2023-11-15 19:00:03.000,PRBBC,-23.5619509313186,-45.145229672163985
2023-11-15 19:00:07.000,PRBBC,-23.56065330111448,-45.14152079066097
2023-11-15 19:00:12.000,PRBBC,-23.55965105252262,-45.14014105942043
2023-11-15 19:00:16.000,PRBBC,-23.558449037175652,-45.136377535096
2023-11-15 19:00:20.000,PRBBC,-23.557590210869506,-45.13344731379804
2023-11-15 19:00:24.000,PRBBC,-23.556721140114384,-45.1320949039682
2023-11-15 19:00:28.000,PRBBC,-23.55534838395108,-45.12840992869955
2023-11-15 19:00:32.000,PRBBC,-23.554689324400044,-45.12549678328327
2023-11-15 19:00:36.000,PRBBC,-23.553760494359203,-45.124151203806115
2023-11-15 19:00:40.000,PRBBC,-23.55260799384897,-45.12037401877633
2023-11-15 19:00:44.000,PRBBC,-23.551866978706094,-45.11747111888907
2023-11-15 19:00:48.000,PRBBC,-23.551486226685675,-45.11580451283615
2023-11-15 19:00:52.000,PRBBC,-23.550477148461162,-45.111962439455944
2023-11-15 19:00:56.000,PRBBC,-23.54963027401216,-45.109172240387835
2023-11-15 19:01:00.000,PRBBC,-23.5476087027468,-45.10737585763407
2023-11-15 19:01:04.000,PRBBC,-23.546872809828415,-45.10453784609722
2023-11-15 19:01:08.000,PRBBC,-23.546218872501868,-45.101597379270245
2023-11-15 19:01:12.000,PRBBC,-23.544347553154882,-45.09971903228437
2023-11-15 19:01:16.000,PRBBC,-23.544019730787525,-45.09660439146415
2023-11-15 19:01:20.000,PRBBC,-23.542812593216066,-45.09401910297632
2023-11-15 19:01:24.000,PRBBC,-23.541825711297673,-45.09153968495496
2023-11-15 19:01:28.000,PRBBC,-23.540929322011937,-45.08879729835558
2023-11-15 19:01:32.000,PRBBC,-23.539921951195584,-45.086095893872255
2023-11-15 19:01:36.000,PRBBC,-23.538086487420028,-45.08408777018553
2023-11-15 19:01:40.000,PRBBC,-23.539143373073117,-45.079982728227314
2023-11-15 19:01:44.000,PRBBC,-23.539348262052712,-45.07643436001217
2023-11-15 19:01:48.000,PRBBC,-23.538311865297583,-45.07393786610913
2023-11-15 19:01:52.000,PRBBC,-23.536971549889387,-45.0714072204427
2023-11-15 19:01:56.000,PRBBC,-23.535458786256694,-45.06893804795036
2023-11-15 19:02:00.000,PRBBC,-23.53447702656279,-45.06753441047546
2023-11-15 19:02:04.000,PRBBC,-23.532761081358665,-45.064126064490175
2023-11-15 19:02:08.000,PRBBC,-23.53162906974639,-45.06151345459164
2023-11-15 19:02:12.000,PRBBC,-23.53023411727697,-45.05932091138267
2023-11-15 19:02:16.000,PRBBC,-23.529107227889185,-45.056653658662725
2023-11-15 19:02:20.000,PRBBC,-23.527894968093236,-45.05405812464588
2023-11-15 19:02:24.000,PRBBC,-23.526612704562588,-45.05285598257492
2023-11-15 19:02:28.000,PRBBC,-23.52577095233808,-45.04912319483753
2023-11-15 19:02:32.000,PRBBC,-23.525159700215614,-45.04581730414239
2023-11-15 19:02:36.000,PRBBC,-23.52468845556254,-45.04403799727031
2023-11-15 19:02:40.000,PRBBC,-23.523732306991086,-45.04008322307096
2023-11-15 19:02:44.000,PRBBC,-23.523170569705357,-45.03696175189806
2023-11-15 19:02:48.000,PRBBC,-23.521608291235932,-45.03586206511724
2023-11-15 19:02:52.000,PRBBC,-23.52065385007264,-45.03185947844916
2023-11-15 19:02:56.000,PRBBC,-23.520337979562427,-45.028936087503865
2023-11-15 19:03:00.000,PRBBC,-23.518920830786882,-45.02738559744643
2023-11-15 19:03:04.000,PRBBC,-23.51763344503175,-45.02356059994792
2023-11-15 19:03:08.000,PRBBC,-23.516979507705198,-45.02046303500939
2023-11-15 19:03:12.000,PRBBC,-23.51576212568476,-45.019155022471956
2023-11-15 19:03:16.000,PRBBC,-23.514421810276563,-45.01534710085513
2023-11-15 19:03:20.000,PRBBC,-23.513407609827556,-45.012546656258
2023-11-15 19:03:24.000,PRBBC,-23.512302916745895,-45.01120449195719
2023-11-15 19:03:28.000,PRBBC,-23.511363842256078,-45.00717116870206
2023-11-15 19:03:32.000,PRBBC,-23.510522090031564,-45.00424777775677
2023-11-15 19:03:36.000,PRBBC,-23.50982888231726,-45.00267679664131
2023-11-15 19:03:40.000,PRBBC,-23.508515885439678,-44.99889961161153
2023-11-15 19:03:45.000,PRBBC,-23.507834629582515,-44.99588401090511
2023-11-15 19:03:49.000,PRBBC,-23.50670261797024,-44.993954436274166
2023-11-15 19:03:53.000,PRBBC,-23.505748176806954,-44.99070318840043
2023-11-15 19:03:57.000,PRBBC,-23.505002039439585,-44.987718324281055
2023-11-15 19:04:01.000,PRBBC,-23.503955398235476,-44.98575459788673
2023-11-15 19:04:05.000,PRBBC,-23.502973638541576,-44.98223696625863
2023-11-15 19:04:09.000,PRBBC,-23.50218652337829,-44.97936138778207
2023-11-15 19:04:13.000,PRBBC,-23.50098963025581,-44.97772551831619
2023-11-15 19:04:17.000,PRBBC,-23.500067629847624,-44.97422154739345
2023-11-15 19:04:21.000,PRBBC,-23.499273685051683,-44.97137329032759
2023-11-15 19:04:25.000,PRBBC,-23.49784116960267,-44.96999014391072
2023-11-15 19:04:29.000,PRBBC,-23.496746720969988,-44.966636440746846
2023-11-15 19:04:33.000,PRBBC,-23.495787157582207,-44.963931621087184
2023-11-15 19:04:37.000,PRBBC,-23.49498296833729,-44.96216255974412
2023-11-15 19:04:41.000,PRBBC,-23.49410706794951,-44.95868249505574
2023-11-15 19:04:45.000,PRBBC,-23.49312701566377,-44.95600841198312
2023-11-15 19:04:49.000,PRBBC,-23.492433807949467,-44.95418129264231
2023-11-15 19:04:53.000,PRBBC,-23.491559614969855,-44.95069439760126
2023-11-15 19:04:57.000,PRBBC,-23.490985925826983,-44.947753930774276
2023-11-15 19:05:01.000,PRBBC,-23.490374673704515,-44.94580728026164
2023-11-15 19:05:05.000,PRBBC,-23.4893331547249,-44.94238868874735
2023-11-15 19:05:09.000,PRBBC,-23.488491402500387,-44.93960532003191
2023-11-15 19:05:13.000,PRBBC,-23.487634283602407,-44.93777478551477
2023-11-15 19:05:17.000,PRBBC,-23.486592764622788,-44.93434253329512
2023-11-15 19:05:21.000,PRBBC,-23.485751012398275,-44.931542088697995
2023-11-15 19:05:25.000,PRBBC,-23.484694126745186,-44.92985840676338
2023-11-15 19:05:29.000,PRBBC,-23.48378749301047,-44.9262519805505
2023-11-15 19:05:33.000,PRBBC,-23.482891103724732,-44.92348910289309
2023-11-15 19:05:37.000,PRBBC,-23.481974225541038,-44.92170979602101
2023-11-15 19:05:41.000,PRBBC,-23.48090709543897,-44.91829120450672
2023-11-15 19:05:45.000,PRBBC,-23.480070465438946,-44.91548051438058
2023-11-15 19:05:50.000,PRBBC,-23.47411673317349,-44.91712321419914
2023-11-15 19:05:54.000,PRBBC,-23.47430454807145,-44.9131786855288
2023-11-15 19:05:58.000,PRBBC,-23.474755303826566,-44.909240987211135
2023-11-15 19:06:02.000,PRBBC,-23.476256115602116,-44.90566871276163
2023-11-15 19:06:06.000,PRBBC,-23.47631587488783,-44.901495367276645
2023-11-15 19:06:10.000,PRBBC,-23.476122937765375,-44.89821338281587
2023-11-15 19:06:14.000,PRBBC,-23.4740091664592,-44.89704880768463
2023-11-15 19:06:18.000,PRBBC,-23.47291471782652,-44.893555082290895
2023-11-15 19:06:22.000,PRBBC,-23.47118169854076,-44.89128740520249
2023-11-15 19:06:26.000,PRBBC,-23.47036214262237,-44.88961738397323
2023-11-15 19:06:30.000,PRBBC,-23.46833886394885,-44.886881827726526
2023-11-15 19:06:34.000,PRBBC,-23.46698830409167,-44.88141413040945
2023-11-15 19:06:38.000,PRBBC,-23.46603215552022,-44.87869565004444
2023-11-15 19:06:42.000,PRBBC,-23.465137473642645,-44.87596009379774
2023-11-15 19:06:46.000,PRBBC,-23.464749891989573,-44.873084515321175
2023-11-15 19:06:50.000,PRBBC,-23.46333957284668,-44.87064266423954
2023-11-15 19:06:54.000,PRBBC,-23.462357813152778,-44.86794467493255
2023-11-15 19:06:58.000,PRBBC,-23.462658316989522,-44.86533206503402
2023-11-15 19:07:02.000,PRBBC,-23.461681679520108,-44.86191005834338
2023-11-15 19:07:06.000,PRBBC,-23.460867245826208,-44.85901398880879
2023-11-15 19:07:10.000,PRBBC,-23.459171789520042,-44.85700244994574
2023-11-15 19:07:14.000,PRBBC,-23.45761121845878,-44.85466305415424
2023-11-15 19:07:18.000,PRBBC,-23.456602140234263,-44.85195481931824
2023-11-15 19:07:22.000,PRBBC,-23.457718785173068,-44.848864084732384
2023-11-15 19:07:26.000,PRBBC,-23.457290225724076,-44.845821162615266
2023-11-15 19:07:30.000,PRBBC,-23.453475875887243,-44.84430482432121
2023-11-15 19:07:34.000,PRBBC,-23.45343319068316,-44.84112187997423
2023-11-15 19:07:38.000,PRBBC,-23.453057560887235,-44.837962841861625
2023-11-15 19:07:42.000,PRBBC,-23.45165748619332,-44.83555514254336
2023-11-15 19:07:46.000,PRBBC,-23.45235923094844,-44.83191797974344
2023-11-15 19:07:50.000,PRBBC,-23.452634123662733,-44.8282705714145
2023-11-15 19:07:54.000,PRBBC,-23.45387199458113,-44.82394012781797
2023-11-15 19:07:58.000,PRBBC,-23.453578320377044,-44.82086646911381
2023-11-15 19:08:02.000,PRBBC,-23.45150723427495,-44.818817363311034
2023-11-15 19:08:06.000,PRBBC,-23.44850390331569,-44.81741714101247
2023-11-15 19:08:10.000,PRBBC,-23.447672395540156,-44.815661740374765
2023-11-15 19:08:15.000,PRBBC,-23.445616676111534,-44.81296375106778
2023-11-15 19:08:19.000,PRBBC,-23.444641746050284,-44.81035797152192
2023-11-15 19:08:23.000,PRBBC,-23.443166545397183,-44.80896116439969
2023-11-15 19:08:27.000,PRBBC,-23.44175451884613,-44.80578163522905
2023-11-15 19:08:31.000,PRBBC,-23.440634459090997,-44.803151949448825
2023-11-15 19:08:35.000,PRBBC,-23.44229747464206,-44.79936451889003
2023-11-15 19:08:39.000,PRBBC,-23.43784967637664,-44.79852780068723
2023-11-15 19:08:43.000,PRBBC,-23.435758101376585,-44.79653333770586
2023-11-15 19:08:47.000,PRBBC,-23.43745867990724,-44.79287226867157
2023-11-15 19:08:51.000,PRBBC,-23.43649399429497,-44.78929657904573
2023-11-15 19:08:55.000,PRBBC,-23.43499147511126,-44.786882049374796
2023-11-15 19:08:59.000,PRBBC,-23.433934589458172,-44.7852359343799
2023-11-15 19:09:03.000,PRBBC,-23.432754770417326,-44.78260624859967
2023-11-15 19:09:07.000,PRBBC,-23.431510069866274,-44.78000046905381
2023-11-15 19:09:11.000,PRBBC,-23.43036269158053,-44.777585939382874
2023-11-15 19:09:15.000,PRBBC,-23.43036269158053,-44.777585939382874
2023-11-15 19:09:19.000,PRBBC,-23.43036269158053,-44.777585939382874
2023-11-15 19:09:23.000,PRBBC,-23.43036269158053,-44.777585939382874
2023-11-15 19:09:27.000,PRBBC,-23.423657699723215,-44.773002772737335
2023-11-15 19:09:31.000,PRBBC,-23.42196736564154,-44.771083443635405
2023-11-15 19:09:35.000,PRBBC,-23.42196736564154,-44.771083443635405
2023-11-15 19:09:39.000,PRBBC,-23.42196736564154,-44.771083443635405
2023-11-15 19:09:43.000,PRBBC,-23.42196736564154,-44.771083443635405
2023-11-15 19:12:39.000,PRBBC,-23.320700987475675,-44.68680030679096
2023-11-15 19:12:43.000,PRBBC,-23.319065290455224,-44.684874147336345
2023-11-15 19:12:47.000,PRBBC,-23.317304952638853,-44.682770398712165
2023-11-15 19:12:51.000,PRBBC,-23.31564193708779,-44.6817834127505
2023-11-15 19:12:55.000,PRBBC,-23.31504263682247,-44.677917433135924
2023-11-15 19:12:59.000,PRBBC,-23.313249858250995,-44.675963952270614
2023-11-15 19:13:03.000,PRBBC,-23.31047702739378,-44.67583076039344
2023-11-15 19:13:07.000,PRBBC,-23.3076188261284,-44.67376457870897
2023-11-15 19:13:12.000,PRBBC,-23.305735554924272,-44.67181792819633
2023-11-15 19:13:16.000,PRBBC,-23.303884724475246,-44.67093681270114
2023-11-15 19:13:20.000,PRBBC,-23.301412397454772,-44.66853935891189
2023-11-15 19:13:24.000,PRBBC,-23.299846704169017,-44.66639462817166
2023-11-15 19:13:28.000,PRBBC,-23.298076121903666,-44.66551351267647
2023-11-15 19:13:32.000,PRBBC,-23.295801854230138,-44.663040925007785
2023-11-15 19:13:36.000,PRBBC,-23.294003953434174,-44.66106695308444
2023-11-15 19:13:40.000,PRBBC,-23.29271144545455,-44.65985456548447
2023-11-15 19:13:44.000,PRBBC,-23.29040473702592,-44.657419544755506
